100	When he had to picnic on the beach, he purposely put sand in other people’s food.
104	All they could see was the blue water surrounding their sailboat.
111	It was a really good Monday for being a Saturday.
112	I would be delighted if the sea were full of cucumber juice.
113	With the high wind warning
114	The father died during childbirth.
116	Greetings from the galaxy MACS0647-JD, or what we call home.
119	He didn't heed the warning and it had turned out surprisingly well.
120	The efficiency with which he paired the socks in the drawer was quite admirable.
121	Waffles are always better without fire ants and fleas.
126	Mary plays the piano.
128	They were excited to see their first sloth.
130	He loved eating his bananas in hot dog buns.
131	The near-death experience brought new ideas to light.
133	I want to buy a onesie… but know it won’t suit me.
134	The tour bus was packed with teenage girls heading toward their next adventure.
135	The group quickly understood that toxic waste was the most effective barrier to use against the zombies.
136	He figured a few sticks of dynamite were easier than a fishing pole to catch fish.
137	The shooter says goodbye to his love.
138	He was sure the Devil created red sparkly glitter.
145	He uses onomatopoeia as a weapon of mental destruction.
150	The beauty of the sunset was obscured by the industrial cranes.
151	Seek success, but always be prepared for random cats.
152	Smoky the Bear secretly started the fires.
156	The hummingbird's wings blurred while it eagerly sipped the sugar water from the feeder.
159	The sight of his goatee made me want to run and hide under my sister-in-law's bed.
162	You have no right to call yourself creative until you look at a trowel and think that it would make a great lockpick.
163	Last Friday I saw a spotted striped blue worm shake hands with a legless lizard.
165	He wondered why at 18 he was old enough to go to war, but not old enough to buy cigarettes.
167	The view from the lighthouse excited even the most seasoned traveler.
168	It's a skateboarding penguin with a sunhat!
170	Beach-combing replaced wine tasting as his new obsession.
172	Check back tomorrow; I will see if the book has arrived.
175	He found rain fascinating yet unpleasant.
176	When money was tight, he'd get his lunch money from the local wishing well.
177	It didn't take long for Gary to detect the robbers were amateurs.
178	Warm beer on a cold day isn't my idea of fun.
183	She hadn't had her cup of coffee, and that made things all the worse.
184	The old rusted farm equipment surrounded the house predicting its demise.
187	Patricia loves the sound of nails strongly pressed against the chalkboard.
189	He is good at eating pickles and telling women about his emotional problems.
191	You can't compare apples and oranges, but what about bananas and plantains?
193	You're good at English when you know the difference between a man eating chicken and a man-eating chicken.
194	Lets all be unique together until we realise we are all the same.
196	The rain pelted the windshield as the darkness engulfed us.
199	100 years old is such a young age if you happen to be a bristlecone pine.
204	He realized there had been several deaths on this road, but his concern rose when he saw the exact number.
206	I come from a tribe of head-hunters, so I will never need a shrink.
207	Love is not like pizza.
210	He ran out of money, so he had to stop playing poker.
213	He hated that he loved what she hated about hate.
214	He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.
215	Everything was going so well until I was accosted by a purple giraffe.
218	The door slammed on the watermelon.
225	She lived on Monkey Jungle Road and that seemed to explain all of her strangeness.
226	So long and thanks for the fish.
227	They were excited to see their first sloth.
230	The doll spun around in circles in hopes of coming alive.
231	He colored deep space a soft yellow.
233	Flesh-colored yoga pants were far worse than even he feared.
234	Having no hair made him look even hairier.
239	The pigs were insulted that they were named hamburgers.
241	The lyrics of the song sounded like fingernails on a chalkboard.
249	While all her friends were positive that Mary had a sixth sense, she knew she actually had a seventh sense.
250	The near-death experience brought new ideas to light.
254	He had a hidden stash underneath the floorboards in the back room of the house.
255	He knew it was going to be a bad day when he saw mountain lions roaming the streets.
256	Nobody loves a pig wearing lipstick.
257	Imagine his surprise when he discovered that the safe was full of pudding.
258	Sometimes you have to just give up and win by cheating.
259	The child’s favorite Christmas gift was the large box her father’s lawnmower came in.
261	I think I will buy the red car, or I will lease the blue one.
262	Giving directions that the mountains are to the west only works when you can see them.
263	He went on a whiskey diet and immediately lost three days.
264	Her daily goal was to improve on yesterday.
266	We have never been to Asia, nor have we visited Africa.
269	Peter found road kill an excellent way to save money on dinner.
270	She had convinced her kids that any mushroom found on the ground would kill them if they touched it.
271	Please put on these earmuffs because I can't you hear.
272	She saw the brake lights, but not in time.
276	It doesn't sound like that will ever be on my travel list.
277	Potato wedges probably are not best for relationships.
278	There's an art to getting your way, and spitting olive pits across the table isn't it.
281	Nancy was proud that she ran a tight shipwreck.
283	Patricia loves the sound of nails strongly pressed against the chalkboard.
284	She thought there'd be sufficient time if she hid her watch.
287	If you really strain your ears, you can just about hear the sound of no one giving a damn.
290	It took me too long to realize that the ceiling hadn't been painted to look like the sky.
291	The bullet pierced the window shattering it before missing Danny's head by mere millimeters.
292	The bird had a belief that it was really a groundhog.
293	It isn't difficult to do a handstand if you just stand on your hands.
296	I love bacon, beer, birds, and baboons.
297	Purple is the best city in the forest.
298	There's probably enough glass in my cupboard to build an undersea aquarium.
300	He was 100% into fasting with her until he understood that meant he couldn't eat.
301	Her hair was windswept as she rode in the black convertible.
305	Boulders lined the side of the road foretelling what could come next.
306	The newly planted trees were held up by wooden frames in hopes they could survive the next storm.
308	Their argument could be heard across the parking lot.
310	Everything was going so well until I was accosted by a purple giraffe.
312	Dan took the deep dive down the rabbit hole.
313	All you need to do is pick up the pen and begin.
317	Joyce enjoyed eating pancakes with ketchup.
319	Tomatoes make great weapons when water balloons aren’t available.
323	Edith could decide if she should paint her teeth or brush her nails.
326	Greetings from the real universe.
327	We have never been to Asia, nor have we visited Africa.
328	That was how he came to win $1 million.
334	In that instant, everything changed.
335	Today is the day I'll finally know what brick tastes like.
336	Before he moved to the inner city, he had always believed that security complexes were psychological.
338	Please tell me you don't work in a morgue.
339	At last
340	There's a growing trend among teenagers of using frisbees as go-cart wheels.
343	Toddlers feeding raccoons surprised even the seasoned park ranger.
345	I never knew what hardship looked like until it started raining bowling balls.
346	The Tsunami wave crashed against the raised houses and broke the pilings as if they were toothpicks.
347	Harrold felt confident that nobody would ever suspect his spy pigeon.
350	She had convinced her kids that any mushroom found on the ground would kill them if they touched it.
352	She had some amazing news to share but nobody to share it with.
353	Eating eggs on Thursday for choir practice was recommended.
358	Courage and stupidity were all he had.
359	He didn't heed the warning and it had turned out surprisingly well.
360	Whenever he saw a red flag warning at the beach he grabbed his surfboard.
361	The fact that there's a stairway to heaven and a highway to hell explains life well.
363	The fog was so dense even a laser decided it wasn't worth the effort.
365	I used to practice weaving with spaghetti three hours a day but stopped because I didn't want to die alone.
368	The manager of the fruit stand always sat and only sold vegetables.
369	When motorists sped in and out of traffic, all she could think of was those in need of a transplant.
370	I’m a living furnace.
371	I only enjoy window shopping when the windows are transparent.
375	Too many prisons have become early coffins.
376	Tom got a small piece of pie.
380	8% of 25 is the same as 25% of 8 and one of them is much easier to do in your head.
383	Charles ate the french fries knowing they would be his last meal.
386	She had a difficult time owning up to her own crazy self.
388	They say people remember important moments in their life well, yet no one even remembers their own birth.
390	Iguanas were falling out of the trees.
391	The rain pelted the windshield as the darkness engulfed us.
395	There were white out conditions in the town; subsequently, the roads were impassable.
398	He found rain fascinating yet unpleasant.
399	My Mum tries to be cool by saying that she likes all the same things that I do.
400	It was always dangerous to drive with him since he insisted the safety cones were a slalom course.
403	He was willing to find the depths of the rabbit hole in order to be with her.
404	Malls are great places to shop; I can find everything I need under one roof.
405	Andy loved to sleep on a bed of nails.
406	It was the best sandcastle he had ever seen.
407	Flesh-colored yoga pants were far worse than even he feared.
408	Thirty years later, she still thought it was okay to put the toilet paper roll under rather than over.
409	They throw cabbage that turns your brain into emotional baggage.
411	The wake behind the boat told of the past while the open sea for told life in the unknown future.
412	This book is sure to liquefy your brain.
413	It was at that moment that he learned there are certain parts of the body that you should never Nair.
414	He decided that the time had come to be stronger than any of the excuses he'd used until then.
415	She hadn't had her cup of coffee, and that made things all the worse.
416	The hand sanitizer was actually clear glue.
420	Nobody has encountered an explosive daisy and lived to tell the tale.
421	He is no James Bond; his name is Roger Moore.
423	I ate a sock because people on the Internet told me to.
426	I can't believe this is the eighth time I'm smashing open my piggy bank on the same day!
428	The body piercing didn't go exactly as he expected.
429	At that moment she realized she had a sixth sense.
430	Little Red Riding Hood decided to wear orange today.
431	The small white buoys marked the location of hundreds of crab pots.
437	Sixty-Four comes asking for bread.
438	Separation anxiety is what happens when you can't find your phone.
439	When transplanting seedlings, candied teapots will make the task easier.
440	Most shark attacks occur about 10 feet from the beach since that's where the people are.
442	It turns out you don't need all that stuff you insisted you did.
444	So long and thanks for the fish.
446	The elephant didn't want to talk about the person in the room.
449	It's important to remember to be aware of rampaging grizzly bears.
451	Your girlfriend bought your favorite cookie crisp cereal but forgot to get milk.
452	The ants enjoyed the barbecue more than the family.
454	Karen believed all traffic laws should be obeyed by all except herself.
455	You realize you're not alone as you sit in your bedroom massaging your calves after a long day of playing tug-of-war with Grandpa Joe in the hospital.
457	The bees decided to have a mutiny against their queen.
458	As he entered the church he could hear the soft voice of someone whispering into a cell phone.
460	He set out for a short walk, but now all he could see were mangroves and water were for miles.
462	He had accidentally hacked into his company's server.
466	He stomped on his fruit loops and thus became a cereal killer.
467	It caught him off guard that space smelled of seared steak.
471	The reservoir water level continued to lower while we enjoyed our long shower.
472	They looked up at the sky and saw a million stars.
473	The toddler’s endless tantrum caused the entire plane anxiety.
474	He was sure the Devil created red sparkly glitter.
477	The crowd yells and screams for more memes.
478	Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball.
479	The skeleton had skeletons of his own in the closet.
480	Smoky the Bear secretly started the fires.
