2a8b5fc8-d006-462a-b31e-b8f53ab09847	T5578201	797V2K8	green		CRAFTER	14
acdb425c-cff4-40eb-8730-24e4263490a1	T3255398	IXZD9M	blue		XVZ1300TFS ROYAL STAR VENTURE S	1
46f58ae6-7a5c-48ca-b2e7-25204d83b055	T3255398	6MDMA04F	silver	DODGE	RAM 2500 VAN	15
24705fcc-62cc-4661-9a2a-69d956885791	T4095314	WP0R88	blue		X3	18
b348f0fe-d47e-4b90-879e-46ae551b7d7f	T4095314	KXRT5J	orange		KX250	3
a9c55ff9-9dd0-4b9c-ac14-52b48bc1163c	T4095314	PZ92T6YT	black			18
f3c8e316-2442-46d7-a71b-b0acfb834299	B7353236	6BGSQJ	pink	POLARIS	700 DRAGON	21
c8d7f25c-823b-476b-8ead-4e04a93dbf91	B7353236	ZO4XYEU	orange	HONDA		1
185f014a-29e9-4fa2-9723-2faab5788525	T6535378	F807SSKS	brown		TRX420TM FOURTRAX RANCHER	16
dfb48b5f-c2b3-4e09-bf10-1f156cea8e8a	T6535378	7Z7GFL	silver	YAMAHA		6
db8ee298-f561-44c3-bfa5-8bda02abe229	T6535378	I4TIUWHP	brown		387	1
a691c0e6-1600-43cf-bf0e-3075aa68a301	T6535378	YYP5LWW	black			9
38181f7a-af2e-4558-86ff-19b383da50ff	T3467391	1HGP2F	black	SKI-DOO	MX Z 500 TRAIL	2
ebafc098-26f7-42cc-81ca-7732b04fd83c	T3467391	O62SAJ	brown			16
6d2d2c6c-43b6-4a27-8e2d-79ba381487da	T3467391	BDFI9P7	blue			0
34781d96-fba8-47a7-a03c-6494cc6dbed4	T3467391	T5JQPW90	black		FXDL DYNA LOW RIDER	13
904c2647-19aa-4e5a-a473-9bb0ce430e71	B3395479	KBX15P	silver		5	26
cc6262d5-c2da-4c78-ba5b-23ea305bad26	B3395479	7RSINT	purple	POLARIS		19
f4770dfe-08a5-451c-b5c8-7d66b328f054	B3395479	ZT4B2AN	red			7
cf7412ff-976b-49d7-a0e2-da14ff08862c	B4839660	I8ZSPMBJ	brown	VICTORY	HIGH-BALL	20
796f3266-1802-4280-8422-1ae9bd88d958	B4839660	EUJTRZH	orange			19
2368d3c1-fd0a-4f40-913e-bdde1ce20449	T0223477	BD7S6R	blue		5	8
6439a29b-4ab1-4b59-94f0-fec2e61fc061	T0223477	4W7D8D	silver	BMW	X3	23
e5b27ed0-10a0-4d0f-b4e9-10649ebb05ca	T4198306	3CUTIT	pink	KAWASAKI		21
813f51fc-9b6e-4c87-999d-32d8f02b265f	T0536499	34XXEJ	green	PETERBILT	387	8
901189f9-9ae8-4e7a-a4ac-006033ea336c	B7226414	CD1T30	black	BMW	X3	20
b1a44be9-8ed4-435b-b803-ec73836d24e6	B7226414	V3MP6G	silver			29
dc5c18a4-8f91-4f00-b181-ab64f6969b4b	B1522133	6Z6G8QP3	brown	SKI-DOO		1
a3075150-a06d-401f-b46e-15835452e43e	B1522133	D31X6U26	silver	LEXUS	RC350	15
2140da62-570e-4aee-9aa0-b64c967e8e7b	B1522133	VCLOFIZU	silver			7
6441babd-cc98-4235-b858-f301cca047a9	B1522133	KG9PFJ	purple	KIA	FORTE	24
8cf43673-07e2-41b9-940c-46db8e0fb501	T0791161	KZ4D0Z	brown	SKI-DOO		4
b8f8247b-7de0-4197-af68-e05eb10a5f99	T0791161	820L0WD	purple	VICTORY		21
e917ded1-9c9e-4d57-8296-82853dd46450	T0791161	C3QCYOVF	brown	SKI-DOO		4
974b3906-f67c-4ca4-a758-c48e156f4986	B2457181	NIEMRW	blue	SEAT		1
aacf490d-1f16-4d17-a633-1c8114f55a5e	B2457181	IOOMDLUW	green	HYUNDAI	ENTOURAGE	16
1a2a3a8e-e833-4ef3-bfe3-5f299c769b42	B2457181	C9PR1UQ	orange	FREIGHTLINER	MT45	11
5f331961-889f-4e5f-bab9-c58332df6c31	B5964587	MLHP0YT	red		FXDL DYNA LOW RIDER	29
983a0480-55ee-40c7-9c88-99b243b368c5	B5964587	DSEDFB	blue	YAMAHA		13
0a83a23a-4a5c-4385-b63b-7fc8683fb175	B8272382	VB20XW	pink	ARCTIC CAT	400 4X4 AUTO TBX	25
95558207-cb3e-4c4c-8ad0-28bc60fc9ea0	B7426440	9YRYY0	red		X3	28
663eb777-a99f-470e-b308-f8c8c68af2bc	B7426440	X36Y9ADW	pink		TRX420TM FOURTRAX RANCHER	23
68aa41cb-571f-45da-8df1-8511058e4470	B7426440	GPOU9UD	red		RANGE ROVER SPORT	8
791bdf35-21f8-4d19-98e5-07565570cb37	B7426440	LW1GHS	silver		700 DRAGON	16
0bd24dda-9b12-4cc9-a742-d38c68427a42	B0793651	NBMREPZV	silver		FXDL DYNA LOW RIDER	16
0197106f-d51b-42b3-8d11-a9f0cccc3146	B0793651	UQX611H7	blue		RANGE ROVER SPORT	17
aab060a0-d3df-42d2-947e-021d5d066099	B0793651	H3YYASU	brown	YAMAHA	VMX1200 V-MAX	26
7cd6aaf9-8053-4634-8eed-838597e18094	B0793651	3XTRJK	gray			21
a9cd164e-2a4a-4149-a3b1-05a82128eb08	B7979836	YTSG7B	blue	SKI-DOO		11
2b7e65f2-c5da-4a55-931a-5956ce30f80d	B7979836	4LR1UK	silver	MOTOR COACH INDUSTRIES	102DL3	12
05bd72f7-2407-4c74-9aaa-b1f782d8e4dd	B7979836	PNQ0EE7	green		RANGE ROVER SPORT	15
bc6c5e7c-496e-4277-ad85-efcc75bf169d	T7192497	5CXD08A	green	MOTOR COACH INDUSTRIES		16
ad5f2634-fed0-4551-84f3-b3b7f625ccca	T7192497	J3FYH7YK	red	POLARIS	TRAIL RMK	12
424c4c8f-638b-423c-93c4-b8acadc75326	T7673507	263DT6	black			23
82626f54-641e-4b5e-a0f1-e099fb09383b	T7673507	M4Q0BKEP	brown	YAMAHA	VMX1200 V-MAX	27
f3558fdc-5b58-41db-bc4c-2fbdcc20fa5e	T7673507	8275GX	silver		MT45	28
c774f124-08a2-453b-ae1e-30220271d199	B4241147	SGGN4GO	orange	BUICK		23
8080a74e-6d33-465e-aa33-d95b1801ea1d	B4241147	JXPE4UD	orange	POLARIS		25
44f7f400-dca1-43cf-98a9-09e798c9a885	B4241147	YL56B6	red	HYUNDAI	ENTOURAGE	23
8519d0eb-c94f-4f2e-bf15-047b10831398	T1926890	F2W91LJ	orange	HONDA		20
a232df5c-85c8-4ccb-bdb4-e930176635c4	T1926890	HHUV4Z	green		XVS650 V STAR CUSTOM	3
b0d734a6-db4f-40e1-824f-b149b59f0391	T1926890	U7CT7KS	gray		PATRIOT	21
045809b8-b978-4d32-ad25-7df243d98f6d	T7371107	WD2EWGYO	blue			20
525d00c4-3fea-4019-a84c-2b85346fea9a	T7371107	7D752PS	purple			28
ecb69e26-dc8e-4f8a-9a21-cb33392694c6	T7371107	V7GI93	brown	NISSAN		7
6a7e2786-7c15-4bfa-8b25-81a7f47ab3d1	T7371107	T837THO	red	YAMAHA		3
4a5c5b78-619f-4a89-ab01-0785a0460ca8	B4532065	K60OC3B	purple	YAMAHA		23
8378ede6-85ae-4def-ba5a-46ff5d4b7012	B0124480	9UCY0A1	purple	BMW	X3	11
b290256f-f42a-4ee1-8137-a11ca1bde90d	B0124480	LUWNHC5	silver		5	2
58090bcf-c565-466a-8b5c-f4732dd7549e	B0913641	LT9898B	orange	AMERICAN IRONHORSE	SLAMMER	15
0af7b8a0-b755-4839-a015-0c0c87d83f68	B0913641	MQJAC67	green	APRILIA		10
3fbf5784-6404-4619-85fb-99dd2f502567	T3430718	ZKTBKO6Q	green			7
64265a67-63a2-4840-9394-57cb4cc96644	T3430718	KP9X9WVL	gray			21
821958a0-2198-4c38-bc9d-f1a9a3d0c09d	T3430718	DJ3LV2	pink	HONDA		28
f452aae2-947e-43b9-905d-d48d28dcca1b	T3430718	UCTTET	purple		SPRINTER 2500	6
b232b1ed-d5f9-4992-84c5-316bcd38b6af	T7446544	PQFB1X3I	green	LAND ROVER	RANGE ROVER SPORT	19
32b6818b-7c52-456a-a1fd-4158eb64f146	T7446544	IDNFA1ZZ	orange	AMERICAN IRONHORSE		22
86707e10-9240-4644-9b3f-cc37fb8618be	T7446544	JBBOLYV	gray	MOTOR COACH INDUSTRIES		1
45afe5b5-4f09-4ebe-bfd0-3eb3a612df32	T5608319	ZGXAGIOV	gray			20
c4f0333a-c3a3-4738-a8c6-badd123d329f	T5608319	LQOKFGE	green			13
e84ca0af-5c3d-422b-b72c-ef880cb3f031	T5608319	WN8HU4XD	black	VICTORY		8
53277c75-4d2d-40de-ad83-2547bf341b80	T5696474	L6INIU	silver	PETERBILT		16
aea4660f-249c-4ba5-8e6a-18129c4f4a37	T8304342	ARZMZEH	red	PETERBILT		24
cae72355-09c5-4b35-9c92-d98009130cbb	T8304342	4VVCU1KQ	orange	AUDI	A4	17
3735a803-2f59-43ce-80a9-1574ed4f23ec	T8304342	K4OOD6A	silver			24
efef326e-724a-40df-8df4-03ed04e22d04	T8980221	QNULUAE	green			11
bb57b1a4-a311-4d38-81eb-438ab60c1a0d	T8980221	XGNJ3FD	gray		RANGE ROVER EVOQUE	20
363fd100-c5de-426c-a8fd-3856be75e52b	T8980221	B1LP8H	red		SUMMIT X E-TEC 800R 154	29
b12aa468-e929-47df-bf50-e581edf7aa29	T8980221	QGR25F	brown	SKI-DOO		17
38ebac56-1b4a-4a76-8c17-08b81bf7af1b	B1073257	JWS2A5	silver		FORTE	3
1654df72-6bac-476c-a6f3-02cee3852f22	T3704574	U8G6HEAZ	green	BMW		21
3f8703c5-56db-40b1-a6c6-c6ff40185c59	T3704574	SIRTF56	pink	HONDA		15
e446a66b-a482-473a-93d1-13269a673fe5	B2655747	04DFN1	black	HYUNDAI		13
2c43815d-f2d5-4951-b2b1-4a6b87d840ce	B2655747	N9E465	silver	HYUNDAI	ENTOURAGE	11
f85363a7-b3c9-4d01-bb26-f62de8605780	B2655747	C82IZ8YO	brown	SKI-DOO	MX Z 500 TRAIL	15
66e8dfef-ae36-4967-897b-3686b9ddb571	B2655747	7LX0E0	brown			28
9ee25f9b-6a52-4045-9d6b-86b96eecef4e	T9169497	4K36PNL	blue		A4	6
6e787a29-004b-48fb-8acb-d88f59e7ea04	T9169497	ZWK9VMDC	orange			15
9c502e87-7d2b-4167-8ca6-fbad1ef02da5	T9169497	JHF14GJ	silver			12
8efb1a99-c0d6-469f-bbf9-6d27ac11cd6d	T9169497	Q2TA3T	silver			9
46a36a8e-e96a-4228-9fdd-e07f0d8a0f07	T9337579	VBPM1P	brown	MACK		9
ce31d600-2fa8-42a7-bfea-70596a90c22a	T9337579	MFNEJE	gray	SKI-DOO		3
a30eeb05-7e7b-4566-aca9-388a21cc0651	T7701524	8Z7X9G5	orange	SKI-DOO	SKANDIC WT E-TEC 600 HO	21
d579d65c-1d5c-44c5-bdcd-115cd9940dc7	T7701524	GG0D3ZLG	gray	SKI-DOO	SUMMIT X E-TEC 800R 154	26
902fc13b-aec7-42ac-a160-352eb05a24ca	B3979519	2PPXP3B	brown	ARCTIC CAT		4
1dd72830-d3eb-49bb-b47a-603582e878dc	B3979519	3V6QBVOE	red	SUBARU	IMPREZA	13
be6a9aa5-bdf2-42ca-b332-07696f87ba20	T8187850	SGB9TXIC	purple		IMPREZA	24
ce9fcfca-197b-4d17-ad74-e73859088d91	T8187850	OGEHP5IN	brown		5	22
6abdee14-eefc-45b8-8abb-f53ee385e0ac	T8569117	T1NFDJ	purple	MAZDA		5
968c7a7c-1ea3-4b82-b3be-f0920490c96e	T8569117	78VMXEM	pink	SKI-DOO	SUMMIT X E-TEC 800R 154	5
2ed22475-3131-41a5-9a15-1fff52ad9345	T8569117	HM0C4CK	orange	MOTOR COACH INDUSTRIES	102DL3	3
c5589cc7-b144-417d-b275-9085b04e9f00	B5262076	1H40X66	black	SEAT	IBIZA	16
1bb6b098-73d9-421f-b4ea-cf0582df63e5	B5262076	U1YPU5A	silver	MACK	CHU	16
ec359559-8882-4c16-9ffd-8b3ab6b10378	B5262076	IQXMFHU	purple		ENTOURAGE	4
10514bf7-54ca-41ae-91db-eede84a43af7	T8613110	8A358ON1	red			2
5571169d-e1ce-4805-b877-7b45eb8a5707	T8613110	007SK2KX	orange		X3	24
90f627ab-4bb5-4b8c-a3f6-f74c33df2628	T8613110	GHA12BL	orange	APRILIA		2
834ed2c5-5d83-44f5-bb03-5a6dad08ba34	T8613110	3MGFFNXS	green			17
1d8be70d-8551-4035-b143-bd0e52b8dc8e	T6031219	H11DRA	gray	FIAT	500	17
109589fb-7419-4c56-8375-fda85d5ae17d	B5368890	JOJWI1W	pink		SMM450F	20
96f69cc6-8b75-4df7-a680-6fc8b0337079	B5368890	G4ECZM	purple	SKI-DOO	MX Z 500 TRAIL	2
ecebbaea-ed37-4cbe-a6a3-a61e66bb2ea3	B5716889	D3KY0PH8	pink	HYUNDAI	ENTOURAGE	24
416dbb9e-afcf-4c2d-9711-6beab22e88be	T5835957	DF4NHEFK	gray	DODGE	RAM 2500 VAN	4
c32166c4-d041-4fbb-a49d-770028665711	B2217806	DS0E913	purple		450 LTD	23
d1233058-7190-4b1b-b5b5-d7475fd6f3f7	B2217806	3BPL4TF	orange		500	17
2ec6125e-2a72-4017-b508-317fa184230d	T4868716	XN3UU5	blue		387	1
40fa8c53-a146-4117-843f-0b5add385be5	T2586182	X1P9N7TZ	gray			18
73c4e18a-bdbc-4428-8527-2c58dcb77aa6	T2586182	J42J6BI	purple	HYUNDAI		23
51b5b0e6-1537-41c3-8f25-b6c329000dd2	T8554206	UTNEJQ05	orange		FXDL DYNA LOW RIDER	0
10c3b4d1-8cee-4102-b267-cc0ce7f03d1f	T8554206	3VT9FSSI	silver			26
bfc2b80a-bcfc-4b46-8d0a-68cc9230df03	T8554206	V5LBIDNU	blue			9
446e9dd3-bd30-4435-8ab7-ff0ed6cdc8bb	T8554206	O3ZIHH	red	POLARIS	TRAIL RMK	0
3f3599c3-2c4d-401c-b723-6de4775904e6	B8729703	0GESM0G	orange		362	10
b951d034-671b-4e5c-9eb0-dd2f3283cd4c	B8729703	FTC43HQ	blue		102DL3	0
5587ca9d-7535-4879-ba2e-4515a411a14a	B1837015	FGK70EOH	red	HONDA		19
4e7de13e-cc0f-4f08-9580-11f8a50d174c	B1837015	1MA6P44I	pink		387	17
265f49d6-8760-4530-bf42-ce086d93439f	B1837015	K2W72Y7C	purple	SKI-DOO	SKANDIC WT E-TEC 600 HO	24
a4d7a1d5-e7b9-4951-913b-58777412e3a7	B3175363	NMG8PBIF	pink	YAMAHA		7
0260d874-b43c-40d1-9a2c-0f703d6fbc1f	B3175363	007CNI	purple	PETERBILT	385	28
6b524469-5a40-4774-b766-ab86d2c79c36	B3175363	JB4EBGR	purple		SENTRA	8
b971ac26-06ef-4434-ba3c-8ba8050edc82	T2105970	CP64UV02	brown	YAMAHA		7
16e4dc16-5e11-4f34-a47b-91046b167377	T2105970	34J4ZA	pink			19
d346c306-fb5f-484e-8e3d-30ccb23df93d	B8348549	WFUGN6J	blue			4
e3cce70f-7f31-4ead-8466-d9cbe60d6d02	B8348549	0GXQW7A	brown		5	16
0c43891f-1cef-4e01-9431-b194a380cb66	T0797228	NFP26D	orange		5	12
32902943-5251-4e94-b1ec-470c3ecd607e	T0797228	SKP1XN4	pink		400 4X4 AUTO TBX	8
34e8d217-f5a9-4626-a076-0a70d2e4c815	T0797228	H5HFRY	purple	ARCTIC CAT		6
77d6b4c8-993f-407a-bc31-bdc0c8d98940	T0797228	04ZSI0PO	silver	APRILIA		6
48415e04-8532-40e8-9f6c-164efd95b4c3	T4305696	76IX6ELD	blue	PETERBILT		5
d3cb72d9-c8fb-4487-b297-a8cdb4e58145	T4305696	3B5T5KDV	blue	COBRA		23
3a7604eb-2029-4ed0-8015-c6e56c7d9a64	T4305696	ZQLH1P	orange		SR50R FACTORY	23
38c98f42-7366-4425-99bc-5b56aee4441b	T4305696	A4S0XI	orange	BUICK		9
9ed68fe8-9af4-463f-8bb0-4b5e87c4f67b	T0495660	9OYCQ6M	black	LEXUS		29
134ebe72-890d-49fb-a8a2-a5be1755eea0	T8148506	YJT410UA	pink	ARCTIC CAT	BEARCAT 2000 LT	27
f4774b9e-fd2d-4e07-9749-2bfa0e1fb93b	T8148506	QWVS14	blue			8
7b660714-32b8-4094-9bd2-77e8cb4d6541	T8148506	06J74RJU	green			15
c99ac1b6-8336-4082-a8f2-f4120b710bd9	T8091257	4D729C	orange	FREIGHTLINER		21
e901e8af-bfa0-40e1-bc6e-cd74e1699e3a	T8091257	VOP60A	black	SEAT	IBIZA	1
354876c5-7bee-40d4-83fd-8efc14045648	T8091257	5336TJY	pink	NISSAN		19
7320ac9b-8d1c-4671-b0ed-28a8b92b2a75	T8091257	CBG3RVM8	red			4
74ca208c-f239-48bb-b8a5-a340889018eb	B5878077	1BXGEA	silver		450 LTD	6
796d2780-ae65-47bb-82ce-c24080327d92	B5878077	AHLTRH	red	TM		7
f2dfa311-8731-4790-b2dc-a0905d7b7943	T6504638	50HY9JZ9	green	SUBARU	IMPREZA	21
056cef4f-dea8-495b-ad15-0720b8a93921	T9202134	5SMP88CA	purple			9
80e4a9fe-1eaa-4489-add1-fd96f5130584	T9202134	F0C683	orange		750I	7
2ab49a4b-86b2-4fa5-97ed-5033dd72e26b	T6970727	212FS178	green		600 IQ LXT	25
b8b7b9bb-3939-4631-99b1-f878e8570e4e	B4601108	U7FMUX	black	VOLKSWAGEN		27
1e6d05bb-9692-4be6-8a2b-69a5e03a898f	B4601108	0YG4PR	purple			5
7689950d-d179-480b-8e11-52ecd2164abc	B4601108	I0NENKQG	green	COBRA		1
e58c287a-7f27-402b-81de-97f8b4296164	B4601108	WRCVXU9	brown	PETERBILT		8
b1a2fcb0-3b67-4ae4-ba69-d43c37b59639	B6348323	QS8E7U	red		SKANDIC WT E-TEC 600 HO	26
5c431cea-8e3a-402f-8d9e-ba40e52ffdd8	B6348323	D7UQJRCH	blue	LAND ROVER	RANGE ROVER SPORT	5
e4e995a2-7403-40dc-85b8-58661ff18688	B6348323	2JD76I	blue			8
14da02fc-b116-4942-8d27-880ed44af172	B6348323	SSGEHZQ	green	HONDA		8
34bbeb08-8deb-4721-b64b-822d96adf74e	B0138808	CP9XQ3J7	green	LAND ROVER		19
cef78b37-fed2-4f2c-a093-d6f4af576bab	B0138808	P54PM62	black		SMM450F	1
1222df6a-a969-4cdc-b9cd-a55365372cea	B0138808	S2YHKTCY	blue	APRILIA	DORSODURO 750	6
7171a36a-dd86-4472-9fb7-4e283e86802c	B5161027	LPRLFU	orange		PROCROSS F 1100 LXR	1
c864fff0-7f87-452d-b21c-7a2470235988	B5161027	OUN7DY	green		TRX420TM FOURTRAX RANCHER	9
bc403527-0bf6-46da-b829-1cb3a56fda59	B5161027	KXAWC7	brown	KIA	FORTE	12
2a7815f3-58cb-4a86-9263-b067d9caaec6	B5161027	TPIRFU	brown	HARLEY DAVIDSON	FXDL DYNA LOW RIDER	1
f4ed9702-a4d4-41c5-8e01-4cc4c6d676f3	B7920894	9IEOO9W	black	PETERBILT		13
81145dff-da0f-4e1b-ba50-9e3959002fd6	B6062510	ZB9HKWHF	silver		XVS650 V STAR CUSTOM	16
76160132-b125-42e8-86aa-06cd84c3c228	T8264813	0QE3PFRG	gray	LEXUS	RC350	16
0e01a6ed-9bc3-4ab5-bef4-925aa6303814	T1456625	6N7SRD	silver	CHEVROLET	W4500 TILTMASTER	19
79423871-9147-41ea-9e4a-3bfe1723b1ae	B5427020	4910SMG	silver		SUMMIT X E-TEC 800R 154	12
ae405f7b-3733-4b63-acc4-9e7687bb957c	B5427020	VV4A72Q2	brown	POLARIS		4
107b16c6-2e44-4407-b476-662e5cbb20b5	B5427020	AHG5480	orange	HONDA	CB250 NIGHTHAWK	22
6d9322e2-8fef-43d2-8a91-6d3d40a54814	T8900091	DSUHIY	brown		PROCROSS F 1100 LXR	15
0a62ef80-09c3-4394-92da-ec921a8cfe7c	T8900091	9WELG8D	orange	BUICK		18
b35581af-e60b-4cda-bc1d-af680a635020	T2676181	PZSU99V1	green			8
7df8ffce-f1ff-4f1b-aba3-85f6a818308e	B7180351	RP83A6M	purple	TM		4
f776aea0-c06a-4167-a8ce-53cad580c7d9	B7180351	YTJ24J	pink	MACK		15
a64b7148-78a6-46e5-b095-5c95da4ddcb4	B0071791	PWQ6ML	orange	VOLKSWAGEN	CRAFTER	4
6d14da8c-166e-45f4-b2a2-7844956ff737	B0071791	04Y5FOIW	brown		SENTRA	19
9d1f553c-06af-4d77-a08f-bc5277873d6e	B0071791	4TKNAYW	orange	VICTORY	HIGH-BALL	21
6785671b-4a6b-47fd-8d2a-19030a965a8b	B0071791	A4W5GZ80	black		362	28
0f8925c4-3146-4fa7-b280-ab9599db4c90	T5035394	YPZBMDR7	blue		600 IQ LXT	0
4156e924-61b6-4453-80cd-df962e09ea91	T5035394	HQG9MQZ	brown	BOMBARDIER		25
33c2e606-531c-4354-bb95-efe9d35fad6e	T5035394	CXW8F6	red			27
550de4a0-7741-4944-b769-846aa868473e	T5035394	SUV7J2	pink			24
5425450e-0e7f-4d1d-a106-f41b2b43071e	T8320440	X4KVF0	red			24
20dd220c-3ce6-449c-a2b5-780d2738c501	T8320440	PXK2EYCD	pink	PETERBILT		6
7a3e9977-d8e5-4609-9296-348cf22af58d	B8724806	6GCDYL	gray		387	25
dded6308-3277-4ac8-9572-7f64cc11161b	B8724806	GAC7OD	red	BOMBARDIER		17
8439e3a7-b62b-4d0a-a452-79e076d23727	B8724806	BL3KQE73	pink			24
c28cb638-98c3-41d9-9b19-3ce46ae2ea5b	B5276366	UDDWN6S	green	POLARIS		0
5a775ddb-1202-4a5b-a98d-35e95b415366	B5276366	BWY84OV	blue		HIGH-BALL	1
4bde9e16-9e0e-48b5-bd08-50ef649677e5	B5276366	3YI2DQ	brown		102DL3	16
ca8f46d7-670c-4371-9081-60047c994b2c	B5276366	E2EYQZS8	purple	AUDI		2
45c2f009-70e4-4afd-90a9-ec2a04fa9c05	T6261171	STF386	gray		PROCROSS F 1100 LXR	15
26698352-28c6-42f9-98fb-72d776fddae7	B7040571	VMOK8I	red	LAND ROVER	RANGE ROVER SPORT	6
3a976813-7c68-446f-ab88-4c043ca6369c	B7040571	F38SF8	blue			9
807c750e-5eca-4df1-9c08-d3f9948460d3	B7040571	70DP2C1R	pink	PETERBILT	362	8
57a26a1b-090c-46be-84cb-5b5c118db09d	B7040571	1S8OQTE	black	LEXUS		28
b026e208-f5aa-4730-bd93-d19b9d2b7ae1	B1996645	OR8TZO	purple		FORTE	21
3faacbdd-9773-4372-b015-f830a86d6c4a	T4746847	9QQ3AT	pink		DORSODURO 750	4
05dbdcc7-2a7e-4e77-90f7-e6aef8b0e7bf	B8102692	5F312BM	silver	COBRA	CX50-SR	19
678f3676-39ee-4158-9f6f-0c4d0d6acaa5	B8102692	Q0X6RHDZ	green		MT45	5
5b236652-2691-4adf-9a1a-52c84f6302f5	B8102692	3HR8OBVC	orange	FIAT	500	8
5c976084-cd0e-404c-80bf-a2af46599dda	B8102692	9GGXW2	brown	SEAT	IBIZA	14
5ea2e5a8-00b4-4f16-b231-77b207d33690	T8509030	NP7SQP	red	SUBARU	IMPREZA	29
6605313d-3f60-4afc-8958-7310dd4fd06c	T8509030	T03V4NX	orange	LAND ROVER		26
b331931f-2ace-44eb-bad4-82fcb69f2d3f	T8509030	NFFZSR	brown		XVZ1300TFS ROYAL STAR VENTURE S	26
438ac277-d364-4fd1-ae53-492f697a297d	T6491344	7Y7NA6WB	brown	LEXUS		4
5e6084c1-1781-4274-b6c5-1204da7ef76f	T6491344	TIV0EQJO	red			27
